,cells,total_score,chrom,start,end,strand,splice_motif,donor_seq,acceptor_seq,label_5_prime,label_3_prime,position_off_5_prime,position_off_3_prime,perfect_match_5_prime,perfect_match_3_prime,both_ends_transcripts,only_5_prime_transcripts,only_3_prime_transcripts,transcript_types,gene_ids,gene_names,transcripts_junc_5,transcripts_junc_3,gene_types
chr7_30645984_30647559_-,16,1129,chr7,30645984,30647559,-,GT-AG,GT,AG,annotated on 5',annotated on 3',1,0,"['ENSMUST00000108141.1', 'ENSMUST00000042726.13', 'ENSMUST00000146232.1']","['ENSMUST00000042726.13', 'ENSMUST00000146232.1']","['ENSMUST00000146232.1', 'ENSMUST00000042726.13']",['ENSMUST00000108141.1'],['ENSMUST00000140550.1'],"['protein_coding', 'retained_intron']","['ENSMUSG00000036733.16', 'ENSMUSG00000094365.1']","['Rbm42', 'Gm21982']","['ENSMUST00000146232.1', 'ENSMUST00000108141.1', 'ENSMUST00000042726.13']","['ENSMUST00000146232.1', 'ENSMUST00000042726.13', 'ENSMUST00000140550.1']","['processed_transcript', 'protein_coding']"
chr7_30647634_30647730_-,21,1357,chr7,30647634,30647730,-,GT-AG,GT,AG,annotated on 5',annotated on 3',1,0,"['ENSMUST00000108141.1', 'ENSMUST00000042726.13', 'ENSMUST00000146232.1']","['ENSMUST00000108141.1', 'ENSMUST00000042726.13', 'ENSMUST00000146232.1']","['ENSMUST00000146232.1', 'ENSMUST00000108141.1', 'ENSMUST00000042726.13']",[],[],"['protein_coding', 'retained_intron']","['ENSMUSG00000036733.16', 'ENSMUSG00000094365.1']","['Rbm42', 'Gm21982']","['ENSMUST00000146232.1', 'ENSMUST00000108141.1', 'ENSMUST00000042726.13']","['ENSMUST00000146232.1', 'ENSMUST00000108141.1', 'ENSMUST00000042726.13']","['processed_transcript', 'protein_coding']"
chr7_30647815_30649583_-,20,1250,chr7,30647815,30649583,-,GT-AG,GT,AG,annotated on 5',annotated on 3',1,0,"['ENSMUST00000108141.1', 'ENSMUST00000042726.13', 'ENSMUST00000146232.1']","['ENSMUST00000108141.1', 'ENSMUST00000042726.13', 'ENSMUST00000146232.1']","['ENSMUST00000146232.1', 'ENSMUST00000108141.1', 'ENSMUST00000042726.13']",[],[],"['protein_coding', 'retained_intron']","['ENSMUSG00000036733.16', 'ENSMUSG00000094365.1']","['Rbm42', 'Gm21982']","['ENSMUST00000146232.1', 'ENSMUST00000108141.1', 'ENSMUST00000042726.13']","['ENSMUST00000146232.1', 'ENSMUST00000108141.1', 'ENSMUST00000042726.13']","['processed_transcript', 'protein_coding']"
chr7_30649719_30649937_-,20,662,chr7,30649719,30649937,-,GT-AG,GT,AG,annotated on 5',annotated on 3',1,0,"['ENSMUST00000108141.1', 'ENSMUST00000042726.13', 'ENSMUST00000146232.1']","['ENSMUST00000108141.1', 'ENSMUST00000042726.13', 'ENSMUST00000146232.1']","['ENSMUST00000146232.1', 'ENSMUST00000108141.1', 'ENSMUST00000042726.13']",[],[],"['protein_coding', 'retained_intron']","['ENSMUSG00000036733.16', 'ENSMUSG00000094365.1']","['Rbm42', 'Gm21982']","['ENSMUST00000146232.1', 'ENSMUST00000108141.1', 'ENSMUST00000042726.13']","['ENSMUST00000146232.1', 'ENSMUST00000108141.1', 'ENSMUST00000042726.13']","['processed_transcript', 'protein_coding']"
chr7_45127568_45128541_-,8,313,chr7,45127568,45128541,-,GT-AG,GT,AG,annotated on 5',annotated on 3',1,0,"['ENSMUST00000209711.1', 'ENSMUST00000209626.1']","['ENSMUST00000150350.8', 'ENSMUST00000209812.1', 'ENSMUST00000211037.1', 'ENSMUST00000210967.1', 'ENSMUST00000209467.1', 'ENSMUST00000209927.1', 'ENSMUST00000209711.1', 'ENSMUST00000209212.1', 'ENSMUST00000210191.1', 'ENSMUST00000209626.1', 'ENSMUST00000209815.1', 'ENSMUST00000210918.1', 'ENSMUST00000211438.1', 'ENSMUST00000210134.1', 'ENSMUST00000209965.1']","['ENSMUST00000209626.1', 'ENSMUST00000209711.1']",[],"['ENSMUST00000210967.1', 'ENSMUST00000209927.1', 'ENSMUST00000210191.1', 'ENSMUST00000209467.1', 'ENSMUST00000150350.8', 'ENSMUST00000209812.1', 'ENSMUST00000209212.1', 'ENSMUST00000209815.1', 'ENSMUST00000210134.1', 'ENSMUST00000211438.1', 'ENSMUST00000209965.1', 'ENSMUST00000211037.1', 'ENSMUST00000210918.1']","['nonsense_mediated_decay', 'processed_transcript', 'protein_coding', 'retained_intron']","['ENSMUSG00000089989.10', 'ENSMUSG00000074129.14']","['Gm45713', 'Rpl13a']","['ENSMUST00000209626.1', 'ENSMUST00000209711.1']","['ENSMUST00000210967.1', 'ENSMUST00000209927.1', 'ENSMUST00000210191.1', 'ENSMUST00000209467.1', 'ENSMUST00000209711.1', 'ENSMUST00000150350.8', 'ENSMUST00000209812.1', 'ENSMUST00000209212.1', 'ENSMUST00000209815.1', 'ENSMUST00000209626.1', 'ENSMUST00000210134.1', 'ENSMUST00000211438.1', 'ENSMUST00000209965.1', 'ENSMUST00000211037.1', 'ENSMUST00000210918.1']",['protein_coding']
chr7_45127568_45128699_-,38,5222,chr7,45127568,45128699,-,GT-AG,GT,AG,annotated on 5',annotated on 3',1,0,"['ENSMUST00000150350.8', 'ENSMUST00000209812.1', 'ENSMUST00000211037.1', 'ENSMUST00000210967.1', 'ENSMUST00000209927.1', 'ENSMUST00000209212.1', 'ENSMUST00000210191.1', 'ENSMUST00000209815.1', 'ENSMUST00000210918.1', 'ENSMUST00000211438.1', 'ENSMUST00000210134.1']","['ENSMUST00000150350.8', 'ENSMUST00000209812.1', 'ENSMUST00000211037.1', 'ENSMUST00000210967.1', 'ENSMUST00000209467.1', 'ENSMUST00000209927.1', 'ENSMUST00000209711.1', 'ENSMUST00000209212.1', 'ENSMUST00000210191.1', 'ENSMUST00000209626.1', 'ENSMUST00000209815.1', 'ENSMUST00000210918.1', 'ENSMUST00000211438.1', 'ENSMUST00000210134.1', 'ENSMUST00000209965.1']","['ENSMUST00000210967.1', 'ENSMUST00000209927.1', 'ENSMUST00000210191.1', 'ENSMUST00000150350.8', 'ENSMUST00000209812.1', 'ENSMUST00000209212.1', 'ENSMUST00000209815.1', 'ENSMUST00000210134.1', 'ENSMUST00000211438.1', 'ENSMUST00000211037.1', 'ENSMUST00000210918.1']",[],"['ENSMUST00000209711.1', 'ENSMUST00000209626.1', 'ENSMUST00000209965.1', 'ENSMUST00000209467.1']","['nonsense_mediated_decay', 'processed_transcript', 'protein_coding', 'retained_intron']","['ENSMUSG00000089989.10', 'ENSMUSG00000074129.14']","['Gm45713', 'Rpl13a']","['ENSMUST00000210967.1', 'ENSMUST00000209927.1', 'ENSMUST00000210191.1', 'ENSMUST00000150350.8', 'ENSMUST00000209812.1', 'ENSMUST00000209212.1', 'ENSMUST00000209815.1', 'ENSMUST00000210134.1', 'ENSMUST00000211438.1', 'ENSMUST00000211037.1', 'ENSMUST00000210918.1']","['ENSMUST00000210967.1', 'ENSMUST00000209927.1', 'ENSMUST00000210191.1', 'ENSMUST00000209467.1', 'ENSMUST00000209711.1', 'ENSMUST00000150350.8', 'ENSMUST00000209812.1', 'ENSMUST00000209212.1', 'ENSMUST00000209815.1', 'ENSMUST00000209626.1', 'ENSMUST00000210134.1', 'ENSMUST00000211438.1', 'ENSMUST00000209965.1', 'ENSMUST00000211037.1', 'ENSMUST00000210918.1']",['protein_coding']
chr7_45465324_45465976_-,19,986,chr7,45465324,45465976,-,GT-AG,GT,AG,annotated on 5',annotated on 3',1,0,"['ENSMUST00000211365.1', 'ENSMUST00000033093.9', 'ENSMUST00000210392.1', 'ENSMUST00000211615.1', 'ENSMUST00000210019.1']","['ENSMUST00000211365.1', 'ENSMUST00000033093.9', 'ENSMUST00000210392.1', 'ENSMUST00000211615.1', 'ENSMUST00000211195.1', 'ENSMUST00000210019.1']","['ENSMUST00000210019.1', 'ENSMUST00000033093.9', 'ENSMUST00000211365.1', 'ENSMUST00000210392.1', 'ENSMUST00000211615.1']",['ENSMUST00000210701.1'],['ENSMUST00000211195.1'],"['protein_coding', 'retained_intron']","['ENSMUSG00000003873.11', 'ENSMUSG00000109926.1']","['Bax', 'Gm45808']","['ENSMUST00000210019.1', 'ENSMUST00000210701.1', 'ENSMUST00000033093.9', 'ENSMUST00000211365.1', 'ENSMUST00000210392.1', 'ENSMUST00000211615.1']","['ENSMUST00000210019.1', 'ENSMUST00000033093.9', 'ENSMUST00000211195.1', 'ENSMUST00000211365.1', 'ENSMUST00000210392.1', 'ENSMUST00000211615.1']",['protein_coding']
chr7_45466123_45466219_-,18,1216,chr7,45466123,45466219,-,GT-AG,GT,AG,annotated on 5',annotated on 3',1,0,"['ENSMUST00000211365.1', 'ENSMUST00000033093.9', 'ENSMUST00000210392.1', 'ENSMUST00000211195.1', 'ENSMUST00000210019.1', 'ENSMUST00000210701.1']","['ENSMUST00000211365.1', 'ENSMUST00000033093.9', 'ENSMUST00000210392.1', 'ENSMUST00000210019.1', 'ENSMUST00000210701.1']","['ENSMUST00000210019.1', 'ENSMUST00000210701.1', 'ENSMUST00000033093.9', 'ENSMUST00000211365.1', 'ENSMUST00000210392.1']",['ENSMUST00000211195.1'],['ENSMUST00000211615.1'],"['protein_coding', 'retained_intron']","['ENSMUSG00000003873.11', 'ENSMUSG00000109926.1']","['Bax', 'Gm45808']","['ENSMUST00000210019.1', 'ENSMUST00000210701.1', 'ENSMUST00000033093.9', 'ENSMUST00000211195.1', 'ENSMUST00000211365.1', 'ENSMUST00000210392.1']","['ENSMUST00000210019.1', 'ENSMUST00000210701.1', 'ENSMUST00000033093.9', 'ENSMUST00000211365.1', 'ENSMUST00000210392.1', 'ENSMUST00000211615.1']",['protein_coding']
chr7_45466271_45466741_-,15,827,chr7,45466271,45466741,-,GT-AG,GT,AG,annotated on 5',annotated on 3',1,0,"['ENSMUST00000211365.1', 'ENSMUST00000033093.9', 'ENSMUST00000211195.1', 'ENSMUST00000210019.1']","['ENSMUST00000211365.1', 'ENSMUST00000033093.9', 'ENSMUST00000211195.1', 'ENSMUST00000210701.1']","['ENSMUST00000033093.9', 'ENSMUST00000211195.1', 'ENSMUST00000210019.1', 'ENSMUST00000211365.1']",[],['ENSMUST00000210701.1'],['protein_coding'],"['ENSMUSG00000003873.11', 'ENSMUSG00000109926.1']","['Bax', 'Gm45808']","['ENSMUST00000033093.9', 'ENSMUST00000211195.1', 'ENSMUST00000210019.1', 'ENSMUST00000211365.1']","['ENSMUST00000210019.1', 'ENSMUST00000210701.1', 'ENSMUST00000033093.9', 'ENSMUST00000211195.1', 'ENSMUST00000211365.1']",['protein_coding']
chr7_102226445_102236093_+,6,298,chr7,102226445,102236093,+,GT-AG,GT,AG,annotated on 5',annotated on 3',0,1,"['ENSMUST00000120879.7', 'ENSMUST00000146996.7', 'ENSMUST00000127804.7', 'ENSMUST00000143541.7', 'ENSMUST00000153020.7', 'ENSMUST00000156529.7', 'ENSMUST00000138479.7', 'ENSMUST00000129340.7', 'ENSMUST00000126914.7', 'ENSMUST00000033292.13', 'ENSMUST00000143759.7', 'ENSMUST00000145352.7', 'ENSMUST00000119816.8', 'ENSMUST00000150891.7', 'ENSMUST00000138753.7', 'ENSMUST00000142873.7', 'ENSMUST00000140058.7']","['ENSMUST00000120879.7', 'ENSMUST00000127804.7', 'ENSMUST00000143541.7', 'ENSMUST00000153020.7', 'ENSMUST00000156529.7', 'ENSMUST00000138479.7', 'ENSMUST00000126914.7', 'ENSMUST00000033292.13', 'ENSMUST00000143759.7', 'ENSMUST00000145352.7', 'ENSMUST00000119816.8', 'ENSMUST00000150891.7', 'ENSMUST00000138753.7', 'ENSMUST00000142873.7', 'ENSMUST00000120119.8', 'ENSMUST00000214560.1']","['ENSMUST00000033292.13', 'ENSMUST00000138753.7', 'ENSMUST00000153020.7', 'ENSMUST00000143541.7', 'ENSMUST00000120879.7', 'ENSMUST00000156529.7', 'ENSMUST00000119816.8', 'ENSMUST00000126914.7', 'ENSMUST00000127804.7', 'ENSMUST00000143759.7', 'ENSMUST00000150891.7', 'ENSMUST00000142873.7', 'ENSMUST00000145352.7', 'ENSMUST00000138479.7']","['ENSMUST00000146559.1', 'ENSMUST00000146996.7', 'ENSMUST00000129340.7', 'ENSMUST00000140631.1', 'ENSMUST00000140058.7']","['ENSMUST00000214560.1', 'ENSMUST00000120119.8']","['nonsense_mediated_decay', 'processed_transcript', 'protein_coding', 'retained_intron']","['ENSMUSG00000030990.18', 'ENSMUSG00000111339.1']","['Pgap2', 'AC139579.1']","['ENSMUST00000153020.7', 'ENSMUST00000140058.7', 'ENSMUST00000033292.13', 'ENSMUST00000143541.7', 'ENSMUST00000120879.7', 'ENSMUST00000119816.8', 'ENSMUST00000127804.7', 'ENSMUST00000142873.7', 'ENSMUST00000145352.7', 'ENSMUST00000138753.7', 'ENSMUST00000126914.7', 'ENSMUST00000146559.1', 'ENSMUST00000146996.7', 'ENSMUST00000143759.7', 'ENSMUST00000150891.7', 'ENSMUST00000138479.7', 'ENSMUST00000156529.7', 'ENSMUST00000129340.7', 'ENSMUST00000140631.1']","['ENSMUST00000033292.13', 'ENSMUST00000138753.7', 'ENSMUST00000153020.7', 'ENSMUST00000143541.7', 'ENSMUST00000120119.8', 'ENSMUST00000120879.7', 'ENSMUST00000156529.7', 'ENSMUST00000119816.8', 'ENSMUST00000126914.7', 'ENSMUST00000214560.1', 'ENSMUST00000127804.7', 'ENSMUST00000143759.7', 'ENSMUST00000150891.7', 'ENSMUST00000142873.7', 'ENSMUST00000145352.7', 'ENSMUST00000138479.7']","['processed_transcript', 'protein_coding']"
chr7_102236346_102236447_+,7,334,chr7,102236346,102236447,+,GT-AG,GT,AG,annotated on 5',annotated on 3',0,1,"['ENSMUST00000120879.7', 'ENSMUST00000153020.7', 'ENSMUST00000156529.7', 'ENSMUST00000138479.7', 'ENSMUST00000033292.13', 'ENSMUST00000145352.7', 'ENSMUST00000119816.8', 'ENSMUST00000150891.7', 'ENSMUST00000120119.8', 'ENSMUST00000214560.1', 'ENSMUST00000134621.1']","['ENSMUST00000120879.7', 'ENSMUST00000153020.7', 'ENSMUST00000156529.7', 'ENSMUST00000138479.7', 'ENSMUST00000129340.7', 'ENSMUST00000033292.13', 'ENSMUST00000133311.7', 'ENSMUST00000145352.7', 'ENSMUST00000119816.8', 'ENSMUST00000150891.7', 'ENSMUST00000140058.7', 'ENSMUST00000120119.8', 'ENSMUST00000214560.1', 'ENSMUST00000134621.1']","['ENSMUST00000033292.13', 'ENSMUST00000153020.7', 'ENSMUST00000120119.8', 'ENSMUST00000120879.7', 'ENSMUST00000156529.7', 'ENSMUST00000119816.8', 'ENSMUST00000214560.1', 'ENSMUST00000150891.7', 'ENSMUST00000134621.1', 'ENSMUST00000145352.7', 'ENSMUST00000138479.7']","['ENSMUST00000138753.7', 'ENSMUST00000143759.7', 'ENSMUST00000142873.7']","['ENSMUST00000140058.7', 'ENSMUST00000133311.7', 'ENSMUST00000129340.7']","['nonsense_mediated_decay', 'processed_transcript', 'protein_coding', 'retained_intron']","['ENSMUSG00000030990.18', 'ENSMUSG00000111339.1']","['Pgap2', 'AC139579.1']","['ENSMUST00000033292.13', 'ENSMUST00000138753.7', 'ENSMUST00000153020.7', 'ENSMUST00000120119.8', 'ENSMUST00000120879.7', 'ENSMUST00000156529.7', 'ENSMUST00000119816.8', 'ENSMUST00000214560.1', 'ENSMUST00000143759.7', 'ENSMUST00000150891.7', 'ENSMUST00000142873.7', 'ENSMUST00000134621.1', 'ENSMUST00000145352.7', 'ENSMUST00000138479.7']","['ENSMUST00000033292.13', 'ENSMUST00000153020.7', 'ENSMUST00000120119.8', 'ENSMUST00000120879.7', 'ENSMUST00000156529.7', 'ENSMUST00000119816.8', 'ENSMUST00000214560.1', 'ENSMUST00000150891.7', 'ENSMUST00000129340.7', 'ENSMUST00000134621.1', 'ENSMUST00000140058.7', 'ENSMUST00000133311.7', 'ENSMUST00000145352.7', 'ENSMUST00000138479.7']","['processed_transcript', 'protein_coding']"
chr7_102236542_102237121_+,5,216,chr7,102236542,102237121,+,GT-AG,GT,AG,annotated on 5',annotated on 3',0,1,"['ENSMUST00000120879.7', 'ENSMUST00000156529.7', 'ENSMUST00000150891.7', 'ENSMUST00000140058.7', 'ENSMUST00000214560.1', 'ENSMUST00000134621.1']","['ENSMUST00000120879.7', 'ENSMUST00000153020.7', 'ENSMUST00000156529.7', 'ENSMUST00000138479.7', 'ENSMUST00000129340.7', 'ENSMUST00000033292.13', 'ENSMUST00000133311.7', 'ENSMUST00000145352.7', 'ENSMUST00000119816.8', 'ENSMUST00000150891.7', 'ENSMUST00000140058.7', 'ENSMUST00000120119.8', 'ENSMUST00000214560.1', 'ENSMUST00000134621.1']","['ENSMUST00000033292.13', 'ENSMUST00000153020.7', 'ENSMUST00000120119.8', 'ENSMUST00000120879.7', 'ENSMUST00000156529.7', 'ENSMUST00000119816.8', 'ENSMUST00000214560.1', 'ENSMUST00000150891.7', 'ENSMUST00000129340.7', 'ENSMUST00000134621.1', 'ENSMUST00000140058.7', 'ENSMUST00000133311.7', 'ENSMUST00000145352.7', 'ENSMUST00000138479.7']",['ENSMUST00000127804.7'],[],"['nonsense_mediated_decay', 'processed_transcript', 'protein_coding', 'retained_intron']","['ENSMUSG00000030990.18', 'ENSMUSG00000111339.1']","['Pgap2', 'AC139579.1']","['ENSMUST00000033292.13', 'ENSMUST00000153020.7', 'ENSMUST00000120119.8', 'ENSMUST00000120879.7', 'ENSMUST00000156529.7', 'ENSMUST00000119816.8', 'ENSMUST00000214560.1', 'ENSMUST00000127804.7', 'ENSMUST00000150891.7', 'ENSMUST00000129340.7', 'ENSMUST00000134621.1', 'ENSMUST00000140058.7', 'ENSMUST00000133311.7', 'ENSMUST00000145352.7', 'ENSMUST00000138479.7']","['ENSMUST00000033292.13', 'ENSMUST00000153020.7', 'ENSMUST00000120119.8', 'ENSMUST00000120879.7', 'ENSMUST00000156529.7', 'ENSMUST00000119816.8', 'ENSMUST00000214560.1', 'ENSMUST00000150891.7', 'ENSMUST00000129340.7', 'ENSMUST00000134621.1', 'ENSMUST00000140058.7', 'ENSMUST00000133311.7', 'ENSMUST00000145352.7', 'ENSMUST00000138479.7']","['processed_transcript', 'protein_coding']"
chr7_102237230_102237400_+,8,404,chr7,102237230,102237400,+,GT-AG,GT,AG,annotated on 5',annotated on 3',0,1,"['ENSMUST00000120879.7', 'ENSMUST00000156529.7', 'ENSMUST00000129340.7', 'ENSMUST00000033292.13', 'ENSMUST00000133311.7', 'ENSMUST00000145352.7', 'ENSMUST00000119816.8', 'ENSMUST00000150891.7', 'ENSMUST00000140058.7', 'ENSMUST00000120119.8', 'ENSMUST00000214560.1', 'ENSMUST00000134621.1']","['ENSMUST00000120879.7', 'ENSMUST00000156529.7', 'ENSMUST00000129340.7', 'ENSMUST00000033292.13', 'ENSMUST00000133311.7', 'ENSMUST00000145352.7', 'ENSMUST00000119816.8', 'ENSMUST00000150891.7', 'ENSMUST00000140058.7', 'ENSMUST00000120119.8', 'ENSMUST00000214560.1', 'ENSMUST00000134621.1']","['ENSMUST00000033292.13', 'ENSMUST00000120119.8', 'ENSMUST00000120879.7', 'ENSMUST00000156529.7', 'ENSMUST00000119816.8', 'ENSMUST00000214560.1', 'ENSMUST00000150891.7', 'ENSMUST00000129340.7', 'ENSMUST00000134621.1', 'ENSMUST00000140058.7', 'ENSMUST00000133311.7', 'ENSMUST00000145352.7']","['ENSMUST00000153020.7', 'ENSMUST00000138479.7']",[],"['nonsense_mediated_decay', 'processed_transcript', 'protein_coding', 'retained_intron']","['ENSMUSG00000030990.18', 'ENSMUSG00000111339.1']","['Pgap2', 'AC139579.1']","['ENSMUST00000033292.13', 'ENSMUST00000153020.7', 'ENSMUST00000120119.8', 'ENSMUST00000120879.7', 'ENSMUST00000156529.7', 'ENSMUST00000119816.8', 'ENSMUST00000214560.1', 'ENSMUST00000150891.7', 'ENSMUST00000129340.7', 'ENSMUST00000134621.1', 'ENSMUST00000140058.7', 'ENSMUST00000133311.7', 'ENSMUST00000145352.7', 'ENSMUST00000138479.7']","['ENSMUST00000033292.13', 'ENSMUST00000120119.8', 'ENSMUST00000120879.7', 'ENSMUST00000156529.7', 'ENSMUST00000119816.8', 'ENSMUST00000214560.1', 'ENSMUST00000150891.7', 'ENSMUST00000129340.7', 'ENSMUST00000134621.1', 'ENSMUST00000140058.7', 'ENSMUST00000133311.7', 'ENSMUST00000145352.7']","['processed_transcript', 'protein_coding']"
chr7_127015469_127016199_-,7,549,chr7,127015469,127016199,-,GT-AG,GT,AG,annotated on 5',annotated on 3',1,0,"['ENSMUST00000172958.6', 'ENSMUST00000200948.1', 'ENSMUST00000202798.1', 'ENSMUST00000032918.3', 'ENSMUST00000162069.2', 'ENSMUST00000206416.1']","['ENSMUST00000172958.6', 'ENSMUST00000200948.1', 'ENSMUST00000202798.1', 'ENSMUST00000032918.3', 'ENSMUST00000162069.2', 'ENSMUST00000206416.1']","['ENSMUST00000206416.1', 'ENSMUST00000202798.1', 'ENSMUST00000200948.1', 'ENSMUST00000162069.2', 'ENSMUST00000032918.3', 'ENSMUST00000172958.6']","['ENSMUST00000201606.1', 'ENSMUST00000202624.1']",[],"['nonsense_mediated_decay', 'processed_transcript', 'protein_coding', 'retained_intron']","['ENSMUSG00000107068.1', 'ENSMUSG00000030680.6', 'ENSMUSG00000092534.8']","['Gm42742', 'Pagr1a', 'Pagr1b']","['ENSMUST00000206416.1', 'ENSMUST00000201606.1', 'ENSMUST00000202798.1', 'ENSMUST00000200948.1', 'ENSMUST00000162069.2', 'ENSMUST00000032918.3', 'ENSMUST00000202624.1', 'ENSMUST00000172958.6']","['ENSMUST00000206416.1', 'ENSMUST00000202798.1', 'ENSMUST00000200948.1', 'ENSMUST00000162069.2', 'ENSMUST00000032918.3', 'ENSMUST00000172958.6']",['protein_coding']
chr7_127016282_127016442_-,9,633,chr7,127016282,127016442,-,GT-AG,GT,AG,annotated on 5',annotated on 3',1,0,"['ENSMUST00000172958.6', 'ENSMUST00000200948.1', 'ENSMUST00000202798.1', 'ENSMUST00000032918.3', 'ENSMUST00000202624.1']","['ENSMUST00000172958.6', 'ENSMUST00000200948.1', 'ENSMUST00000202798.1', 'ENSMUST00000032918.3', 'ENSMUST00000162069.2', 'ENSMUST00000206416.1', 'ENSMUST00000201606.1', 'ENSMUST00000202624.1']","['ENSMUST00000202798.1', 'ENSMUST00000200948.1', 'ENSMUST00000172958.6', 'ENSMUST00000032918.3', 'ENSMUST00000202624.1']",[],"['ENSMUST00000201606.1', 'ENSMUST00000162069.2', 'ENSMUST00000206416.1']","['nonsense_mediated_decay', 'processed_transcript', 'protein_coding', 'retained_intron']","['ENSMUSG00000107068.1', 'ENSMUSG00000030680.6', 'ENSMUSG00000092534.8']","['Gm42742', 'Pagr1a', 'Pagr1b']","['ENSMUST00000202798.1', 'ENSMUST00000200948.1', 'ENSMUST00000172958.6', 'ENSMUST00000032918.3', 'ENSMUST00000202624.1']","['ENSMUST00000206416.1', 'ENSMUST00000201606.1', 'ENSMUST00000202798.1', 'ENSMUST00000200948.1', 'ENSMUST00000162069.2', 'ENSMUST00000032918.3', 'ENSMUST00000202624.1', 'ENSMUST00000172958.6']",['protein_coding']
chr7_128107758_128107839_+,5,205,chr7,128107758,128107839,+,GT-AG,GT,AG,annotated on 5',annotated on 3',0,1,"['ENSMUST00000064821.13', 'ENSMUST00000106242.9', 'ENSMUST00000120355.7', 'ENSMUST00000106240.8', 'ENSMUST00000098015.9']","['ENSMUST00000064821.13', 'ENSMUST00000106242.9', 'ENSMUST00000120355.7', 'ENSMUST00000106240.8', 'ENSMUST00000098015.9']","['ENSMUST00000098015.9', 'ENSMUST00000106240.8', 'ENSMUST00000120355.7', 'ENSMUST00000106242.9', 'ENSMUST00000064821.13']",[],[],['protein_coding'],"['ENSMUSG00000030786.18', 'ENSMUSG00000108596.1']","['Itgam', 'Gm49368']","['ENSMUST00000098015.9', 'ENSMUST00000106240.8', 'ENSMUST00000120355.7', 'ENSMUST00000106242.9', 'ENSMUST00000064821.13']","['ENSMUST00000098015.9', 'ENSMUST00000106240.8', 'ENSMUST00000120355.7', 'ENSMUST00000106242.9', 'ENSMUST00000064821.13']",['protein_coding']
chr7_128108003_128112127_+,5,244,chr7,128108003,128112127,+,GT-AG,GT,AG,annotated on 5',annotated on 3',0,1,"['ENSMUST00000064821.13', 'ENSMUST00000106242.9', 'ENSMUST00000120355.7', 'ENSMUST00000106240.8', 'ENSMUST00000098015.9']","['ENSMUST00000064821.13', 'ENSMUST00000106242.9', 'ENSMUST00000120355.7', 'ENSMUST00000106240.8', 'ENSMUST00000098015.9']","['ENSMUST00000098015.9', 'ENSMUST00000106240.8', 'ENSMUST00000120355.7', 'ENSMUST00000106242.9', 'ENSMUST00000064821.13']",[],[],['protein_coding'],"['ENSMUSG00000030786.18', 'ENSMUSG00000108596.1']","['Itgam', 'Gm49368']","['ENSMUST00000098015.9', 'ENSMUST00000106240.8', 'ENSMUST00000120355.7', 'ENSMUST00000106242.9', 'ENSMUST00000064821.13']","['ENSMUST00000098015.9', 'ENSMUST00000106240.8', 'ENSMUST00000120355.7', 'ENSMUST00000106242.9', 'ENSMUST00000064821.13']",['protein_coding']
chr7_128112282_128112374_+,6,271,chr7,128112282,128112374,+,GT-AG,GT,AG,annotated on 5',annotated on 3',0,1,"['ENSMUST00000064821.13', 'ENSMUST00000106242.9', 'ENSMUST00000120355.7', 'ENSMUST00000106240.8', 'ENSMUST00000098015.9']","['ENSMUST00000064821.13', 'ENSMUST00000106242.9', 'ENSMUST00000120355.7', 'ENSMUST00000106240.8', 'ENSMUST00000098015.9']","['ENSMUST00000098015.9', 'ENSMUST00000106240.8', 'ENSMUST00000120355.7', 'ENSMUST00000106242.9', 'ENSMUST00000064821.13']",[],[],['protein_coding'],"['ENSMUSG00000030786.18', 'ENSMUSG00000108596.1']","['Itgam', 'Gm49368']","['ENSMUST00000098015.9', 'ENSMUST00000106240.8', 'ENSMUST00000120355.7', 'ENSMUST00000106242.9', 'ENSMUST00000064821.13']","['ENSMUST00000098015.9', 'ENSMUST00000106240.8', 'ENSMUST00000120355.7', 'ENSMUST00000106242.9', 'ENSMUST00000064821.13']",['protein_coding']
chr7_128112506_128112660_+,5,208,chr7,128112506,128112660,+,GT-AG,GT,AG,annotated on 5',annotated on 3',0,1,"['ENSMUST00000064821.13', 'ENSMUST00000106242.9', 'ENSMUST00000120355.7', 'ENSMUST00000106240.8', 'ENSMUST00000098015.9']","['ENSMUST00000064821.13', 'ENSMUST00000106242.9', 'ENSMUST00000120355.7', 'ENSMUST00000106240.8', 'ENSMUST00000098015.9']","['ENSMUST00000098015.9', 'ENSMUST00000106240.8', 'ENSMUST00000120355.7', 'ENSMUST00000106242.9', 'ENSMUST00000064821.13']",[],[],['protein_coding'],"['ENSMUSG00000030786.18', 'ENSMUSG00000108596.1']","['Itgam', 'Gm49368']","['ENSMUST00000098015.9', 'ENSMUST00000106240.8', 'ENSMUST00000120355.7', 'ENSMUST00000106242.9', 'ENSMUST00000064821.13']","['ENSMUST00000098015.9', 'ENSMUST00000106240.8', 'ENSMUST00000120355.7', 'ENSMUST00000106242.9', 'ENSMUST00000064821.13']",['protein_coding']
